Date,AveragePrice,TotalVolume,TotalBags,Type,Year,Region,WeekAgo,Pct4046,Pct4225,Pct4770,PctSmall,PctLarge,PercentXLarge
2015-10-04,1.31,61007.1,8756.75,True,2015,Albany,0.99,0.03718124611725521,0.8176207359471275,0.0016614459628469472,0.9569737630970394,0.04302623690296057,0.0
2015-09-27,0.99,106803.39,6034.46,True,2015,Albany,1.33,0.011281289854189086,0.9307683023918998,0.0014497667162062927,0.9758735661517352,0.024126433848264798,0.0
2015-09-20,1.33,69759.01,9267.36,True,2015,Albany,1.28,0.014736877716584568,0.8502574792847548,0.0021574274061515494,0.9160213912052623,0.08397860879473765,0.0
2015-09-13,1.28,76111.27,9286.68,True,2015,Albany,1.11,0.012951170043542829,0.8631686214144108,0.001865689535859801,0.9330772676564715,0.06692273234352858,0.0
2015-09-06,1.11,99172.96,7990.1,True,2015,Albany,1.07,0.008867840588805659,0.9081368550459721,0.0024279803688424745,0.9715610568077996,0.028438943192200344,0.0
2015-08-30,1.07,105693.84,10306.73,True,2015,Albany,1.34,0.006518922957099486,0.8927925222510602,0.0031736002779348352,0.9914812942611285,0.008518705738871592,0.0
2015-08-23,1.34,79992.09,10880.36,True,2015,Albany,1.33,0.009165406229540946,0.8492563452211337,0.005560299774640218,0.9876318430640163,0.012368156935983735,0.0
2015-08-16,1.33,80043.78,10443.22,True,2015,Albany,1.12,0.006741935475810862,0.857855663488156,0.004933550114699731,0.9860636853384301,0.0139363146615699,0.0
2015-08-09,1.12,111140.93,9225.89,True,2015,Albany,1.45,0.005260258304478827,0.9084093501826915,0.0033196591030865046,0.9881258068327284,0.011874193167271667,0.0
2015-08-02,1.45,75133.1,11847.02,True,2015,Albany,1.11,0.006787155062149704,0.8256688463540036,0.009863562131736878,0.9933738611059997,0.006626138894000348,0.0
2015-07-26,1.11,106757.1,13192.69,True,2015,Albany,1.26,0.0060768791958567625,0.8612921295164443,0.009054292407718082,0.9900581306769127,0.009941869323087254,0.0
2015-07-19,1.26,96617.0,11287.48,True,2015,Albany,1.05,0.01078588654170591,0.8492232215862632,0.02316383245184595,0.9836996388919405,0.01630036110805955,0.0
2015-07-12,1.05,124055.31,24431.9,True,2015,Albany,1.35,0.0054189538521164475,0.7633169430635416,0.034320497848903044,0.9941952938576206,0.004440506059700637,0.0013642000826787927
2015-07-05,1.35,109252.12,29898.96,True,2015,Albany,1.37,0.007958197973641152,0.664523031681216,0.0538493898333506,0.9921144414387657,0.007885558561234237,0.0
2015-06-28,1.37,89534.81,26662.08,True,2015,Albany,1.27,0.0074186788356394575,0.6427197421874241,0.05207706365825761,0.986860740047288,0.013139259952711865,0.0
2015-06-21,1.27,104849.39,21875.65,True,2015,Albany,1.32,0.007668237268714677,0.731416272426573,0.05227669898699459,0.9902334330637032,0.00976656693629675,0.0
2015-06-14,1.32,89631.3,29002.59,True,2015,Albany,1.07,0.009489765294043486,0.6180981420552865,0.04883550723910062,0.9772623755326679,0.022737624467332056,0.0
2015-06-07,1.07,122743.06,22775.21,True,2015,Albany,1.23,0.005350282125930379,0.8083619554539377,0.0007358460836808207,0.9797929415359947,0.020207058464005383,0.0
2015-05-31,1.23,95123.62,23681.01,True,2015,Albany,1.19,0.009696540144288033,0.7408222058832497,0.0005314137540181923,0.9806376501677928,0.019362349832207325,0.0
2015-05-24,1.19,101470.91,29355.13,True,2015,Albany,1.43,0.006704088886164517,0.7034214042231414,0.0005784909192200996,0.9797882005632406,0.020211799436759437,0.0
2015-05-17,1.43,109857.47,26657.44,True,2015,Albany,1.26,0.010473115756261272,0.7460135391794477,0.0008585670141502439,0.9860447964995889,0.013955203500411142,0.0
2015-05-10,1.26,120427.91,16821.3,True,2015,Albany,1.2,0.011794857188836043,0.8469840587617937,0.0015416692027620507,0.9830126090135721,0.016987390986427924,0.0
2015-05-03,1.2,59197.67,12570.51,True,2015,Albany,1.22,0.015538956178511755,0.7684432512293137,0.0036697390285800103,0.9706805849563781,0.029319415043621937,0.0
2015-04-26,1.22,49585.46,12778.44,True,2015,Albany,1.19,0.01765941064174861,0.722827820897497,0.0018073846647787477,0.9450942368552029,0.05490576314479702,0.0
2015-04-19,1.19,49064.73,14301.92,True,2015,Albany,1.13,0.015778136351713337,0.6917700352167433,0.0009609754298046682,0.9511289393312226,0.04887106066877734,0.0
2015-04-12,1.13,48364.29,17104.37,True,2015,Albany,1.16,0.01787000284714197,0.6280284482621372,0.0004445428641669298,0.9610695980033175,0.03893040199668272,0.0
2015-04-05,1.16,47362.13,10728.94,True,2015,Albany,1.02,0.020306730292746548,0.7511836988750296,0.0019796406960582223,0.919863472067138,0.07042727426940593,0.009709253663456036
2015-03-29,1.02,67799.08,7684.08,True,2015,Albany,1.12,0.02068287652280827,0.8646609953999376,0.0013200769095981833,0.9381070993534685,0.06189290064653153,0.0
2015-03-22,1.12,46346.85,9749.66,True,2015,Albany,1.11,0.046213065181344576,0.7403644476377574,0.003059539105678164,0.9490177093355051,0.050982290664494966,0.0
2015-03-15,1.11,43045.79,10370.69,True,2015,Albany,1.07,0.04944176886984767,0.7073205068370216,0.002315441300995986,0.9632522040481395,0.036747795951860486,0.0
2015-03-08,1.07,40507.36,9181.99,True,2015,Albany,0.99,0.019642850089465223,0.7497560937074151,0.003926446946925201,0.9613983461101568,0.03860165388984305,0.0
2015-03-01,0.99,55595.74,9151.45,True,2015,Albany,1.07,0.011322090505495565,0.8208064143044053,0.003264458751695724,0.9819274541192924,0.018072545880707426,0.0
2015-02-22,1.07,45675.05,9379.54,True,2015,Albany,1.06,0.023828764281593563,0.7675115845521788,0.0033059624455802454,0.9595523874305135,0.04044761256948635,0.0
2015-02-15,1.06,41567.62,10313.03,True,2015,Albany,0.99,0.023736263947755486,0.7228104471701771,0.005350799492489586,0.9676952360266575,0.03230476397334246,0.0
2015-02-08,0.99,51253.97,10621.54,True,2015,Albany,0.99,0.026483216812278148,0.76309815610381,0.003185119123455217,0.9521312352069473,0.047868764793052604,0.0
2015-02-01,0.99,70873.6,9323.18,True,2015,Albany,1.06,0.019103022846306664,0.8468202546505327,0.002530138161459274,0.983657936455158,0.016342063544842,0.0
2015-01-25,1.06,45147.5,10845.82,True,2015,Albany,1.17,0.020851209923030068,0.7352823522897172,0.0036356387396865824,0.9315432120392926,0.06845678796070745,0.0
2015-01-18,1.17,44511.28,11921.05,True,2015,Albany,1.24,0.020537266059300025,0.7085916199219614,0.0030502380520173768,0.977354343786831,0.022645656213169142,0.0
2015-01-11,1.24,41195.08,8424.77,True,2015,Albany,1.22,0.024343926507728594,0.7680611373979611,0.0030858053922944197,0.9538586810085022,0.04614131899149769,0.0
2015-01-04,1.22,40873.28,9716.46,True,2015,Albany,,0.06898149597976967,0.6920760947004987,0.001220846479656147,0.9455017568126665,0.05449824318733366,0.0
2015-12-27,0.99,386100.49,66354.31,True,2015,Atlanta,1.08,0.7565319588172499,0.07083886373726177,0.0007715607923729907,0.7325213689962264,0.26747863100377356,0.0
2015-12-20,1.08,331377.53,58797.87,True,2015,Atlanta,0.96,0.7597803930761388,0.0624739100445344,0.0003110047926303271,0.798162586501858,0.20183741349814202,0.0
2015-12-13,0.96,417772.47,61545.31,True,2015,Atlanta,1.07,0.7777733176147295,0.07424874118679961,0.0006601679617615781,0.6321126662616534,0.3676674957035719,0.000219838034774705
2015-12-06,1.07,357636.82,50690.04,True,2015,Atlanta,0.99,0.7913726836067941,0.0663825665377519,0.0005086724571591929,0.7305709366179233,0.26937560120291876,5.3462179157877956e-05
2015-11-29,0.99,333280.79,53794.68,True,2015,Atlanta,1.0,0.750984327659569,0.08668255377095092,0.0009236355926784739,0.6140332092318422,0.3855130284258592,0.0004537623422985321
2015-11-22,1.0,356414.57,56382.08,True,2015,Atlanta,1.13,0.756980922525137,0.08342055152234658,0.001406115356058536,0.6561003070479131,0.3438996929520869,0.0
2015-11-15,1.13,339860.68,47046.48,True,2015,Atlanta,1.12,0.7765410814807998,0.08368855732295952,0.0013416379911909788,0.7153865708975463,0.2846134291024535,0.0
2015-11-08,1.12,334041.6,48628.65,True,2015,Atlanta,0.99,0.7497311113346362,0.10323064552438979,0.001461614361804039,0.7333728162307611,0.26612130914594584,0.0005058746232930588
2015-11-01,0.99,419088.74,65398.38,True,2015,Atlanta,1.09,0.6930692053430021,0.15027860209272145,0.0006031896729079383,0.6033906344469083,0.39648367436624576,0.00012569118684591272
2015-10-25,1.09,358478.08,56751.46,True,2015,Atlanta,1.09,0.6606102387069246,0.1802285093693874,0.0008490337819260804,0.5608116513654451,0.43918834863455497,0.0
2015-10-18,1.09,349072.48,60339.19,True,2015,Atlanta,0.95,0.6551942450461864,0.1711157235884078,0.0008342680007315387,0.6112834792777297,0.3887165207222702,0.0
2015-10-11,0.95,433874.46,86294.11,True,2015,Atlanta,0.96,0.5898787405001898,0.20984715256113484,0.001382220101178576,0.47697299386945413,0.5230270061305459,0.0
2015-10-04,0.96,418682.26,59460.41,True,2015,Atlanta,1.07,0.6348420159956145,0.2216008148995852,0.0015391863032362535,0.25017721875782556,0.7498227812421743,0.0
2015-09-27,1.07,370321.17,45662.3,True,2015,Atlanta,0.93,0.707784110749056,0.16707289513046203,0.001838404215454385,0.449689787855627,0.5502493304104261,6.0881733946822645e-05
2015-09-20,0.93,516432.6,86201.96,True,2015,Atlanta,1.07,0.6702104204885595,0.16025851195296348,0.002612945038713668,0.39092417388189316,0.6083649374097758,0.0007108887083309938
2015-09-13,1.07,417232.18,75983.02,True,2015,Atlanta,0.97,0.6664113491917139,0.14976306477606785,0.0017135063743165735,0.6092192703053919,0.3905972676526939,0.00018346204191410133
2015-09-06,0.97,472136.53,94436.19,True,2015,Atlanta,1.15,0.6420033628831897,0.15604776440408033,0.0019300561216900542,0.5276954735255627,0.47174361862756214,0.0005609078468752286
2015-08-30,1.15,382972.72,61281.24,True,2015,Atlanta,1.12,0.7202034390334644,0.11708175976607421,0.002700166215494409,0.7692088149652324,0.2302907056058265,0.0005004794289410593
2015-08-23,1.12,379054.29,57418.09,True,2015,Atlanta,1.09,0.724071530756188,0.1219447747181545,0.0025064747321551224,0.7930272497744179,0.20697275022558223,0.0
2015-08-16,1.09,465213.81,59216.9,True,2015,Atlanta,1.01,0.7793825166110181,0.09026481823486711,0.003063021710383017,0.7610707416295011,0.23892925837049894,0.0
2015-08-09,1.01,503791.72,67472.2,True,2015,Atlanta,1.15,0.7642597024024135,0.09337205859596105,0.008439479711973036,0.6791011705561698,0.3196646915322162,0.0012341379116139685
2015-08-02,1.15,405898.44,53888.32,True,2015,Atlanta,1.08,0.7553314568048105,0.10324449633262942,0.008660984260003562,0.7817365618375188,0.21749239909501725,0.0007710390674639699
2015-07-26,1.08,437377.75,57210.66,True,2015,Atlanta,0.97,0.7667788770690782,0.1007986117263624,0.0016187380359426148,0.7885631803583458,0.2114368196416542,0.0
2015-07-19,0.97,557212.99,61292.37,True,2015,Atlanta,1.14,0.8005918347309168,0.08585302363464282,0.0035570419849688,0.7358154041033166,0.26418459589668336,0.0
2015-07-12,1.14,407204.88,58303.85,True,2015,Atlanta,1.01,0.7614848083353029,0.09320428576396235,0.0021302789887979734,0.7893748011494952,0.21062519885050474,0.0
2015-07-05,1.01,562462.33,70560.49,True,2015,Atlanta,1.13,0.7758349079128553,0.09720718541275467,0.0015086343649004903,0.7183161568180719,0.2813330803116588,0.0003507628702691832
2015-06-28,1.13,435210.71,65342.19,True,2015,Atlanta,0.99,0.7613632256430454,0.08662132878117819,0.0018762405915975734,0.7973372181128303,0.20060591786103282,0.002056864026136865
2015-06-21,0.99,554763.76,74542.11,True,2015,Atlanta,1.1,0.8099149627221504,0.05449487183517539,0.0012228628632843645,0.7443411515987407,0.25503450331631344,0.0006243450849459454
2015-06-14,1.1,465804.78,61261.44,True,2015,Atlanta,0.99,0.8294687315145198,0.038001155763150385,0.0010126989250732893,0.793519218614515,0.2053213244742533,0.0011594569112316
2015-06-07,0.99,551009.05,72290.28,True,2015,Atlanta,1.1,0.8267848232256801,0.040678406280259816,0.0013405950410433365,0.7048643330749307,0.29506027642997096,7.539049509837284e-05
2015-05-31,1.1,454702.0,51735.02,True,2015,Atlanta,0.96,0.8420921614595933,0.04298019362131682,0.0011497860136968827,0.7829350409065272,0.21648682072607686,0.0005781383673960115
2015-05-24,0.96,623212.04,56539.87,True,2015,Atlanta,1.11,0.86347327307733,0.04378033197176357,0.0020230674619187393,0.5989932414064624,0.40062260489810114,0.0003841536954365123
2015-05-17,1.11,451250.7,45392.29,True,2015,Atlanta,1.1,0.8562887326268968,0.0412605232523739,0.0018585677540223205,0.742641536701497,0.25735846329850287,0.0
2015-05-10,1.1,480071.18,46668.26,True,2015,Atlanta,1.0,0.8612326197127684,0.03928715320923868,0.0022691010112292098,0.7308701888606947,0.26912981113930534,0.0
2015-05-03,1.0,634213.1,66181.63,True,2015,Atlanta,1.12,0.8489315026763087,0.04504520641405862,0.0016709367876507125,0.4913874136977285,0.5086125863022715,0.0
2015-04-26,1.12,448596.76,41511.84,True,2015,Atlanta,1.12,0.8641988631393592,0.04094173573612079,0.0023223083465872558,0.7543700785125401,0.24562992148745996,0.0
2015-04-19,1.12,430966.34,43342.6,True,2015,Atlanta,0.99,0.8555416416047713,0.041861389917365696,0.002026237130259407,0.6843548841093982,0.31564511589060185,0.0
2015-04-12,0.99,451101.89,50884.32,True,2015,Atlanta,1.04,0.8370137398448939,0.049700412472224405,0.0004857882550658344,0.507682327286677,0.4923176727133231,0.0
2015-04-05,1.04,383139.49,45037.12,True,2015,Atlanta,1.11,0.8312206867530152,0.050254255963017545,0.0009774768975132268,0.6353088296942611,0.3616998600265736,0.002991310279165275
2015-03-29,1.11,365722.14,43780.25,True,2015,Atlanta,1.0,0.8340454586643291,0.045531807289545013,0.0007136838912733038,0.6695694976616168,0.33043050233838317,0.0
2015-03-22,1.0,479590.62,62275.1,True,2015,Atlanta,1.12,0.8206812510219654,0.04883248133585265,0.0006357296979661529,0.6502618221407915,0.3495223612647752,0.00021581659443340917
2015-03-15,1.12,399566.22,46575.23,True,2015,Atlanta,1.1,0.8413425939760374,0.041315329408977565,0.0007775932610119044,0.7495765453010107,0.24961637333836031,0.000807081360628815
2015-03-08,1.1,420826.32,43241.42,True,2015,Atlanta,0.99,0.8591649400636348,0.03751835198901057,0.0005631064140664965,0.782752509052663,0.21724749094733709,0.0
2015-03-01,0.99,512532.44,49456.96,True,2015,Atlanta,1.1,0.8614947377769883,0.0413314326016125,0.0006785521712537844,0.650684959204933,0.34926085226427184,5.4188530795261175e-05
2015-02-22,1.1,431308.56,43430.04,True,2015,Atlanta,1.06,0.8562693260713397,0.042486427813999326,0.0005505803084455361,0.7695995674883098,0.23040043251169004,0.0
2015-02-15,1.06,427391.28,44885.92,True,2015,Atlanta,1.03,0.8527239254857983,0.040759862952749054,0.0014931984573948254,0.5954575510538717,0.4045424489461283,0.0
2015-02-08,1.03,433883.91,38940.18,True,2015,Atlanta,0.96,0.8694869095284037,0.03955551151919877,0.0012096553661093358,0.46338794530482397,0.536612054695176,0.0
2015-02-01,0.96,636771.37,51694.49,True,2015,Atlanta,1.1,0.8687553901803092,0.04959924627264571,0.00046318037194417207,0.20415580074394776,0.7958441992560523,0.0
2015-01-25,1.1,449332.85,36612.16,True,2015,Atlanta,1.11,0.8755384121147608,0.041657915729953865,0.0013225162593832169,0.35989108536617337,0.6401089146338266,0.0
2015-01-18,1.11,431490.99,40040.48,True,2015,Atlanta,1.11,0.8626759970121276,0.043342504092611533,0.0011858648543275493,0.41914357670037916,0.5808564232996207,0.0
2015-01-11,1.11,397542.72,47038.08,True,2015,Atlanta,1.0,0.8311339219090719,0.0476885100549697,0.0028554918575794826,0.4530289076424888,0.5469710923575112,0.0
2015-01-04,1.0,435021.49,46815.79,True,2015,Atlanta,,0.837435387387414,0.05475858215648151,0.00018884124552099715,0.35686997912456464,0.6431300208754354,0.0
2015-12-27,1.17,596819.4,144911.1,True,2015,BaltimoreWashington,1.11,0.06777676798039742,0.6603404983149006,0.02907712115256307,0.983664329371594,0.016335670628405966,0.0
2015-12-20,1.11,642682.4,144238.07,True,2015,BaltimoreWashington,1.15,0.0696166100083027,0.6762139744296716,0.029738079026281096,0.9827634964888257,0.017236503511174266,0.0
2015-12-13,1.15,619509.33,150966.28,True,2015,BaltimoreWashington,1.04,0.07167004248346026,0.6454327168890258,0.039210386064726425,0.987441698901238,0.012558301098761923,0.0
2015-12-06,1.04,649141.25,118664.97,True,2015,BaltimoreWashington,1.16,0.07876450618413174,0.6987485389350931,0.03968395168231876,0.9869194758992481,0.01308052410075189,0.0
2015-11-29,1.16,545800.05,105468.28,True,2015,BaltimoreWashington,1.12,0.07517066002467386,0.6946794709894218,0.03691375623728872,0.9824370891418728,0.017562910858127202,0.0
2015-11-22,1.12,572019.8,121670.73,True,2015,BaltimoreWashington,1.04,0.07144472971040512,0.6750426820889767,0.04080888458756148,0.9781120734625329,0.021887926537467146,0.0
2015-11-15,1.04,718330.48,129760.36,True,2015,BaltimoreWashington,1.05,0.06558227906464445,0.7008892063162906,0.052886924692378365,0.9656082181029707,0.03439178189702926,0.0
2015-11-08,1.05,830967.23,144840.21,True,2015,BaltimoreWashington,1.12,0.07049528294876321,0.6937851327783408,0.061416429141255065,0.9581429770089398,0.04185702299106029,0.0
2015-11-01,1.12,742220.67,157925.7,True,2015,BaltimoreWashington,1.19,0.06987149791988412,0.6383804158943728,0.0789734944999578,0.9670142351751487,0.03298576482485118,0.0
2015-10-25,1.19,656892.03,156128.69,True,2015,BaltimoreWashington,0.99,0.08184944792221029,0.6057484819841702,0.07472421304913685,0.9606661658404998,0.03933383415950009,0.0
2015-10-18,0.99,1005603.78,151925.64,True,2015,BaltimoreWashington,1.24,0.05879209205040976,0.7412315614008531,0.0488973201751489,0.9637676694993681,0.03623233050063175,0.0
2015-10-11,1.24,653560.14,168354.42,True,2015,BaltimoreWashington,1.28,0.05310455438729785,0.5998049391445445,0.08949459494270871,0.9721693674570587,0.027830632542941252,0.0
2015-10-04,1.28,657444.04,172234.02,True,2015,BaltimoreWashington,1.19,0.05375718365322772,0.6199918551242779,0.06427578231601279,0.9724827301830381,0.02751726981696183,0.0
2015-09-27,1.19,696281.81,151893.12,True,2015,BaltimoreWashington,1.17,0.04927466078713158,0.6478138930557442,0.0847625331473186,0.9664217181133682,0.03357828188663187,0.0
2015-09-20,1.17,709268.62,174029.62,True,2015,BaltimoreWashington,1.09,0.055860176078281885,0.6348553951251925,0.06391953446354359,0.9704657172727263,0.02953428272727367,0.0
2015-09-13,1.09,924993.61,151499.56,True,2015,BaltimoreWashington,1.18,0.060215821382809336,0.7303016179755014,0.045698121092966254,0.9616266872326229,0.038373312767377016,0.0
2015-09-06,1.18,823623.36,168970.84,True,2015,BaltimoreWashington,1.24,0.07758853512848397,0.6344750105193714,0.0827809813456481,0.980622336966544,0.01934487631120257,3.278672225337816e-05
2015-08-30,1.24,734721.29,185304.24,True,2015,BaltimoreWashington,1.16,0.06595051846122493,0.623647995827098,0.05819123602638491,0.9820001420366853,0.017047100487285128,0.0009527574760296905
2015-08-23,1.16,783935.36,178376.77,True,2015,BaltimoreWashington,1.14,0.07557003169240892,0.6366601322843761,0.06022968526384625,0.9813337801777664,0.0171571668216663,0.0015090530005672825
2015-08-16,1.14,882754.72,155975.35,True,2015,BaltimoreWashington,1.16,0.09797968568211111,0.6765013162433161,0.048827391146659634,0.9819284265109839,0.017931166687556722,0.00014040680145933315
2015-08-09,1.16,821523.45,164862.89,True,2015,BaltimoreWashington,1.17,0.06860759726335262,0.678451649797702,0.05226128359452187,0.9799950128255059,0.020004987174493907,0.0
2015-08-02,1.17,800603.23,166728.92,True,2015,BaltimoreWashington,1.2,0.06739621822410084,0.6684548349873632,0.055894828203478526,0.9816394180445719,0.018360581955428005,0.0
2015-07-26,1.2,772926.12,178660.25,True,2015,BaltimoreWashington,1.18,0.0682424990372948,0.6423753023122055,0.05823429799474237,0.9782522973073193,0.02171742175441935,3.0280938261308825e-05
2015-07-19,1.18,800194.34,200713.09,True,2015,BaltimoreWashington,1.1,0.06617759880680986,0.6201074478982194,0.06288452377706145,0.9806913938697273,0.01924149541018974,6.711072008307979e-05
2015-07-12,1.1,850931.58,193887.17,True,2015,BaltimoreWashington,1.16,0.06913363116691473,0.6434564456991948,0.059557091534903434,0.9760125953666764,0.02272481464348569,0.001262589989837904
2015-07-05,1.16,896298.77,206108.89,True,2015,BaltimoreWashington,1.15,0.07419922042289537,0.6333163884627443,0.06252882618593798,0.9708362894972652,0.02857989289059778,0.0005838176121369631
2015-06-28,1.15,862261.64,211564.63,True,2015,BaltimoreWashington,1.16,0.07544340021898689,0.6199222894804876,0.05927417807894133,0.9802115315778446,0.019013149787844973,0.0007753186343104705
2015-06-21,1.16,862840.73,224622.73,True,2015,BaltimoreWashington,1.09,0.06768196953335756,0.6117774481971893,0.06021127444922541,0.9834461098393737,0.01552990652370755,0.001023983636918668
2015-06-14,1.09,955046.82,249197.18,True,2015,BaltimoreWashington,1.26,0.06701781384916815,0.6214351145632839,0.05062040832720641,0.9830860044242877,0.014720471555898026,0.0021935240198143495
2015-06-07,1.26,794310.29,225052.84,True,2015,BaltimoreWashington,1.19,0.07879219341348329,0.5828340081053212,0.055042658455299626,0.9827285449941445,0.016113593589843166,0.0011578614160123461
2015-05-31,1.19,949177.06,217785.55,True,2015,BaltimoreWashington,1.18,0.0713721842371538,0.6508942283118389,0.048286881269549435,0.9724579523297116,0.026311295675952792,0.0012307519943357125
2015-05-24,1.18,908661.83,234503.17,True,2015,BaltimoreWashington,1.27,0.0700041730596299,0.6171052986786075,0.05481523307741452,0.9758629275672478,0.023662537269752044,0.0004745351630001419
2015-05-17,1.27,790853.86,227331.17,True,2015,BaltimoreWashington,1.26,0.08031200606392691,0.5755382543116121,0.05669945140054068,0.9772663379157376,0.022663808047088303,6.985403717404876e-05
2015-05-10,1.26,855205.82,224519.06,True,2015,BaltimoreWashington,1.17,0.0926000129419138,0.5929615282552685,0.051906265090665545,0.9601502429236966,0.039849757076303456,0.0
2015-05-03,1.17,896972.05,209686.17,True,2015,BaltimoreWashington,1.29,0.08142779922741182,0.5983575407951675,0.08644352965067305,0.9627448486469088,0.03704321558260137,0.00021193577048977524
2015-04-26,1.29,747841.09,218351.8,True,2015,BaltimoreWashington,1.28,0.07757510355575675,0.5770381913622853,0.05341050463006787,0.9712066948841275,0.028322596836847694,0.00047070827902494965
2015-04-19,1.28,762862.62,225627.29,True,2015,BaltimoreWashington,1.15,0.08846518131927869,0.5605508236856592,0.05522000802713338,0.9745535657499587,0.025446434250041294,0.0
2015-04-12,1.15,837629.62,201392.01,True,2015,BaltimoreWashington,1.29,0.08452031579303511,0.6245840852667077,0.050464738818572344,0.9736053580278582,0.026394641972141794,0.0
2015-04-05,1.29,688065.45,191339.73,True,2015,BaltimoreWashington,1.25,0.07786929281218814,0.5831995633554918,0.06084752547886252,0.96221030519903,0.033223941520143255,0.004565753280826726
2015-03-29,1.25,663677.32,163768.62,True,2015,BaltimoreWashington,1.1,0.08753975501227013,0.5997656662427459,0.06593517464179732,0.9706626336596107,0.029337366340389266,0.0
2015-03-22,1.1,808897.21,176385.62,True,2015,BaltimoreWashington,1.24,0.0805528306866085,0.6489962303121308,0.05239403656739031,0.9734350793449036,0.026564920655096486,0.0
2015-03-15,1.24,693698.13,197864.76,True,2015,BaltimoreWashington,1.26,0.07697893030214742,0.5706185340300687,0.06717074471571662,0.9760752748493465,0.023924725150653404,0.0
2015-03-08,1.26,657745.9,192522.26,True,2015,BaltimoreWashington,1.16,0.08405191123198183,0.5589862741827809,0.06426176126677491,0.9784556341692643,0.021544365830735625,0.0
2015-03-01,1.16,770115.24,171961.07,True,2015,BaltimoreWashington,1.11,0.07666365620812803,0.6477896347045411,0.05225406265171431,0.978269093115087,0.02173090688491296,0.0
2015-02-22,1.11,749845.79,190762.55,True,2015,BaltimoreWashington,1.25,0.0673486077717393,0.5947497018020198,0.08349931523920405,0.9801555389147398,0.019844461085260185,0.0
2015-02-15,1.25,637319.34,179990.18,True,2015,BaltimoreWashington,1.09,0.07806406753637823,0.5674978732012118,0.07202048819042586,0.9715245020589457,0.028475497941054344,0.0
2015-02-08,1.09,844931.21,180932.96,True,2015,BaltimoreWashington,1.06,0.08486314524942215,0.656689448126789,0.044308127758708314,0.9714724724560966,0.028527527543903555,0.0
2015-02-01,1.06,1007418.76,164589.36,True,2015,BaltimoreWashington,1.2,0.09248044973869654,0.6611057947739627,0.08303645248774204,0.9716112268739608,0.028388773126039255,0.0
2015-01-25,1.2,692934.46,217350.64,True,2015,BaltimoreWashington,1.23,0.07171838444865335,0.5576266621232836,0.05698800143378639,0.9650848509118721,0.034915149088127824,0.0
2015-01-18,1.23,657741.34,173858.5,True,2015,BaltimoreWashington,1.17,0.07593738900461997,0.598046034327111,0.06169002544374055,0.9743031258178346,0.02569687418216538,0.0
2015-01-11,1.17,670231.94,155406.52,True,2015,BaltimoreWashington,1.08,0.07678034562184548,0.6278987838150477,0.06345110917871208,0.9737742663563923,0.026225733643607748,0.0
2015-01-04,1.08,788025.06,141136.68,True,2015,BaltimoreWashington,,0.0685096359752823,0.7016350977467646,0.05075350014884044,0.9717252099170819,0.028274790082918205,0.0
2015-12-27,0.97,62909.69,23561.1,True,2015,Boise,1.03,0.48453982208464225,0.04724137092393874,0.09369621754613637,0.9982636634113008,0.00024149976019795344,0.001494836828501216
2015-12-20,1.03,57504.05,21935.9,True,2015,Boise,0.99,0.44567678276573564,0.044276707466691476,0.12857946527244601,0.9983793689796178,0.00052106364452792,0.0010995673758541933
