city,state,coord1,coord2,offense_date,agency_crimetype_id,crime_id,category,masked_address,geometry
Memphis,TN,35.157,-89.846,2024-01-01 00:07:00,Vandalism/Misdemeanor,2401020024ME [21:193],Property Crime,6600 Aspenbrook Ln,POINT (-89.846 35.157)
Memphis,TN,35.058,-89.930,2024-01-01 00:10:00,Weapon Law Violations/Felony,2401020022ME [21:050],Weapons Offense,3400 Ansnow Ln,POINT (-89.93 35.058)
Memphis,TN,35.176,-89.874,2024-01-01 00:11:00,Weapon Law Violations/Misdemeanor,2401020033ME [17:010],Weapons Offense,5700 Beacon Park Dr,POINT (-89.874 35.176)
Memphis,TN,35.020,-89.836,2024-01-01 00:16:00,Vandalism/Felony,2401020030ME [10:680],Property Crime,6800 Shelby Dr,POINT (-89.836 35.02)
Memphis,TN,35.152,-89.974,2024-01-01 00:20:00,Aggravated Assault,2401020039ME [13:633],Assault,2600 Faxon Ave,POINT (-89.974 35.152)
Memphis,TN,35.140,-90.052,2024-01-01 00:21:00,Aggravated Assault,2401020009ME [11:010],Assault,S B B King Blvd//Beale St,POINT (-90.052 35.14)
Memphis,TN,35.070,-89.838,2024-01-01 00:24:00,Vandalism/Misdemeanor,2401020045ME [13:157],Property Crime,2900 Arborvalley Ln,POINT (-89.838 35.07)
Memphis,TN,35.147,-89.924,2024-01-01 00:30:00,Vandalism/Misdemeanor,2401020098ME [08:897],Property Crime,4100 Saint Pierre Blvd,POINT (-89.924 35.147)
Memphis,TN,35.139,-90.048,2024-01-01 00:30:00,Pocket-Picking,2401020196ME [16:917],Theft,400 Beale St,POINT (-90.048 35.139)
Memphis,TN,35.062,-89.924,2024-01-01 00:30:00,Weapon Law Violations/Felony,2401020028ME [28:293],Weapons Offense,4200 Middlesex Ave,POINT (-89.924 35.062)
Memphis,TN,35.020,-89.955,2024-01-01 00:30:00,Robbery/Business,2401020023ME [12:773],Robbery,3300 Shelby Dr,POINT (-89.955 35.02)
Memphis,TN,35.137,-90.019,2024-01-01 00:32:00,Aggravated Assault,2401020016ME [08:487],Assault,Madison Ave//S Cooper St,POINT (-90.019 35.137)
Memphis,TN,35.022,-89.842,2024-01-01 01:00:00,Theft from Motor Vehicle,2401020042ME [14:437],Theft from Vehicle,4700 Partridge Ct,POINT (-89.842 35.022)
Memphis,TN,35.037,-89.994,2024-01-01 01:00:00,Vandalism/Felony,2401021102ME [18:057],Property Crime,4100 Delsa Circle Rd,POINT (-89.994 35.037)
Memphis,TN,35.184,-89.868,2024-01-01 01:00:00,MVT/Passenger Vehicle,2401020483ME [10:333],Theft of Vehicle,2200 Westchester Cir,POINT (-89.868 35.184)
Memphis,TN,35.055,-90.024,2024-01-01 01:00:00,Vandalism/Misdemeanor,2401020300ME [15:057],Property Crime,1300 Laudeen Dr,POINT (-90.024 35.055)
Memphis,TN,35.142,-89.795,2024-01-01 01:00:00,Shoplifting/Misdemeanor,2401020294ME [14:400],Theft,700 Germantown Pkwy,POINT (-89.795 35.142)
Memphis,TN,35.099,-89.942,2024-01-01 01:00:00,Other Theft/Non-Specific,2401021309ME [11:950],Theft,3700 Rhodes Ave,POINT (-89.942 35.099)
,TN,35.141,-90.040,2024-01-01 01:00:00,Theft from Building,2401020157ME [10:690],Theft,600 MARSHALL,POINT (-90.04 35.141)
Memphis,TN,35.006,-89.918,2024-01-01 01:05:00,Shoplifting/Misdemeanor,2401020101ME [13:183],Theft,4400 Holmes Rd,POINT (-89.918 35.006)
Memphis,TN,35.220,-90.010,2024-01-01 01:22:00,Vandalism/Misdemeanor,2401020061ME [18:167],Property Crime,1600 Gowan Dr,POINT (-90.01 35.22)
Memphis,TN,35.204,-90.013,2024-01-01 01:22:00,Vandalism/Misdemeanor,2401020050ME [17:213],Property Crime,2900 Vayu Dr,POINT (-90.013 35.204)
Memphis,TN,35.058,-90.021,2024-01-01 01:30:00,Theft from Building,2401020145ME [11:263],Theft,1300 Swallow Ln,POINT (-90.021 35.058)
Memphis,TN,35.110,-89.932,2024-01-01 01:30:00,Vandalism/Misdemeanor,2402030689ME [09:760],Property Crime,800 Buck St,POINT (-89.932 35.11)
Memphis,TN,35.027,-89.846,2024-01-01 01:40:00,Vandalism/Misdemeanor,2401020059ME [12:390],Property Crime,4500 Castle Heights Dr,POINT (-89.846 35.027)
Memphis,TN,35.139,-90.057,2024-01-01 01:45:00,Simple Assault,2401020198ME [13:223],Assault,200 George W Lee Ave,POINT (-90.057 35.139)
Memphis,TN,35.041,-90.005,2024-01-01 02:00:00,Simple Assault/DV,2401020097ME [18:220],Assault,1800 Borden Dr,POINT (-90.005 35.041)
Memphis,TN,35.071,-89.881,2024-01-01 02:00:00,Vandalism/Felony,2401020032ME [18:147],Property Crime,2900 Meadowlake Dr,POINT (-89.881 35.071)
Memphis,TN,35.170,-90.023,2024-01-01 02:00:00,Vandalism/Misdemeanor,2401020232ME [13:967],Property Crime,1100 Kney St,POINT (-90.023 35.17)
Memphis,TN,35.148,-90.052,2024-01-01 02:00:00,Vandalism/Misdemeanor,2401020034ME [15:410],Property Crime,100 Main St,POINT (-90.052 35.148)
Memphis,TN,35.027,-89.958,2024-01-01 02:00:00,MVT/Passenger Vehicle,2401020141ME [20:430],Theft of Vehicle,3300 Hawk Dr,POINT (-89.958 35.027)
Memphis,TN,35.148,-90.052,2024-01-01 02:00:00,Simple Assault,2401020034ME [15:093],Assault,100 Main St,POINT (-90.052 35.148)
Memphis,TN,35.071,-89.895,2024-01-01 02:00:00,Intimidation,2401020035ME [08:753],Assault,5100 Judy Lynn Ave,POINT (-89.895 35.071)
Memphis,TN,35.221,-89.925,2024-01-01 02:00:00,Simple Assault/DV,2401020117ME [03:857],Assault,3500 Lehi Dr,POINT (-89.925 35.221)
Memphis,TN,35.075,-89.951,2024-01-01 02:00:00,Theft from Semi-trailer,2401020137ME [10:867],Theft from Vehicle,3400 Lamar Ave,POINT (-89.951 35.075)
Memphis,TN,35.073,-89.924,2024-01-01 02:00:00,Weapon Law Violations/Felony,2401020665ME [32:330],Weapons Offense,4200 Tarry Park,POINT (-89.924 35.073)
Memphis,TN,35.006,-90.030,2024-01-01 02:00:00,Vandalism/Misdemeanor,2401020641ME [08:700],Property Crime,1400 Winfield Ave,POINT (-90.03 35.006)
Memphis,TN,35.035,-90.024,2024-01-01 02:10:00,Shoplifting/Misdemeanor,2401020036ME [09:180],Theft,4200 Elvis Presley Blvd,POINT (-90.024 35.035)
Memphis,TN,35.117,-89.987,2024-01-01 02:20:00,Aggravated Assault,2401020041ME [08:243],Assault,1100 New York St,POINT (-89.987 35.117)
Memphis,TN,35.207,-89.895,2024-01-01 02:30:00,MVT/Passenger Vehicle,2401020126ME [10:673],Theft of Vehicle,2600 Courtney Dr,POINT (-89.895 35.207)
Memphis,TN,35.149,-90.051,2024-01-01 02:30:00,Aggravated Assault,2403024527ME [10:460],Assault,4100 Bayliss Ave,POINT (-90.051 35.149)
Memphis,TN,35.176,-89.928,2024-01-01 02:30:00,Simple Assault,2401020046ME [12:417],Assault,4000 Leroy Ave,POINT (-89.928 35.176)
Memphis,TN,35.099,-89.846,2024-01-01 02:31:00,Burglary/Business,2401020052ME [16:570],Breaking & Entering,6600 Poplar Ave,POINT (-89.846 35.099)
Memphis,TN,35.049,-90.002,2024-01-01 02:46:00,Simple Assault/DV,2401020048ME [11:153],Assault,3700 Cazassa Rd,POINT (-90.002 35.049)
Memphis,TN,35.049,-90.002,2024-01-01 02:46:00,Drugs/Narcotics Violation/Misdemeanor,2401020048ME [11:320],Drugs,3700 Cazassa Rd,POINT (-90.002 35.049)
Memphis,TN,35.051,-90.005,2024-01-01 02:50:00,Simple Assault/DV,2401020053ME [08:407],Assault,3600 Millbranch Park Dr,POINT (-90.005 35.051)
Memphis,TN,35.097,-89.922,2024-01-01 02:50:00,Simple Assault/DV,2401020065ME [19:627],Assault,1300 Wedgewood St,POINT (-89.922 35.097)
Memphis,TN,35.060,-89.801,2024-01-01 03:00:00,Simple Assault/DV,2401020106ME [10:657],Assault,7900 Silver Lake Ln,POINT (-89.801 35.06)
Memphis,TN,35.140,-90.053,2024-01-01 03:00:00,Theft from Building,2401020332ME [15:090],Theft,400 Beale St,POINT (-90.053 35.14)
Memphis,TN,35.208,-89.985,2024-01-01 03:00:00,Simple Assault/DV,2401020067ME [10:037],Assault,Whitney Ave//Mountain Terrace St,POINT (-89.985 35.208)
Memphis,TN,35.057,-89.896,2024-01-01 03:15:00,Simple Assault/DV,2401020074ME [09:800],Assault,6800 Rockingham Dr,POINT (-89.896 35.057)
Memphis,TN,35.132,-89.992,2024-01-01 03:20:00,Vandalism/Misdemeanor,2401020134ME [11:877],Property Crime,2100 Peabody Ave,POINT (-89.992 35.132)
Memphis,TN,35.113,-89.903,2024-01-01 03:20:00,Vandalism/Misdemeanor,2401020054ME [18:530],Property Crime,700 Colonial Rd,POINT (-89.903 35.113)
Memphis,TN,35.206,-89.988,2024-01-01 03:20:00,Simple Assault/DV,2401020066ME [18:797],Assault,3000 Wingate St,POINT (-89.988 35.206)
Memphis,TN,35.080,-89.931,2024-01-01 03:30:00,Vandalism/Misdemeanor,2401020136ME [12:070],Property Crime,300 W//Getwell Rd,POINT (-89.931 35.08)
Memphis,TN,35.050,-89.884,2024-01-01 03:48:00,Other Theft/Non-Specific,2401020289ME [12:030],Theft,3600 Kirby Pkwy,POINT (-89.884 35.05)
Memphis,TN,35.014,-90.048,2024-01-01 04:00:00,Simple Assault/DV,2401020073ME [09:507],Assault,5000 Leonard Rd,POINT (-90.048 35.014)
Memphis,TN,35.164,-89.988,2024-01-01 04:00:00,Simple Assault/DV,2401020070ME [12:117],Assault,1100 E Cabana Cir,POINT (-89.988 35.164)
Memphis,TN,35.060,-89.864,2024-01-01 04:00:00,Simple Assault/DV,2401020081ME [09:100],Assault,3300 Cosmic Cir,POINT (-89.864 35.06)
Memphis,TN,35.142,-90.032,2024-01-01 04:00:00,Aggravated Assault,2401020077ME [11:880],Assault,300 S Main St,POINT (-90.032 35.142)
Memphis,TN,35.058,-90.013,2024-01-01 04:14:00,Other Theft/Non-Specific,2401020071ME [26:530],Theft,3400 One Pl,POINT (-90.013 35.058)
Memphis,TN,35.058,-90.013,2024-01-01 04:14:00,Vandalism/Felony,2401020071ME [26:910],Property Crime,3400 One Pl,POINT (-90.013 35.058)
Memphis,TN,35.151,-90.044,2024-01-01 05:00:00,Simple Assault/DV,2401020085ME [18:597],Assault,300 Lauderdale St,POINT (-90.044 35.151)
Memphis,TN,35.055,-89.997,2024-01-01 05:00:00,Aggravated Assault,2401020122ME [17:337],Assault,2100 Fair Fall Dr,POINT (-89.997 35.055)
Memphis,TN,35.066,-89.854,2024-01-01 05:06:00,Vandalism/Misdemeanor,2401020083ME [09:030],Property Crime,6300 Kirby Downs Dr,POINT (-89.854 35.066)
Memphis,TN,35.057,-90.058,2024-01-01 05:28:00,Burglary/Business,2401020091ME [14:800],Breaking & Entering,3400 S Third St,POINT (-90.058 35.057)
Memphis,TN,35.204,-89.917,2024-01-01 06:00:00,Vandalism/Misdemeanor,2401023943ME [16:793],Property Crime,2900 Hammond St,POINT (-89.917 35.204)
Memphis,TN,35.121,-89.797,2024-01-01 06:00:00,Burglary/Non-residential,2401020978ME [12:170],Breaking & Entering,500 N Germantown Pkwy,POINT (-89.797 35.121)
Memphis,TN,35.163,-89.990,2024-01-01 06:00:00,MVT/Passenger Vehicle,2401020505ME [15:793],Theft of Vehicle,1000 Oakmont Pl,POINT (-89.99 35.163)
Memphis,TN,35.053,-89.857,2024-01-01 06:20:00,Burglary/Business,2401020092ME [12:247],Breaking & Entering,3600 Ridgeway Rd,POINT (-89.857 35.053)
Memphis,TN,35.065,-89.941,2024-01-01 06:30:00,Theft from Semi-trailer,2401020113ME [14:103],Theft from Vehicle,3700 Lamar Ave,POINT (-89.941 35.065)
Memphis,TN,35.121,-89.988,2024-01-01 06:58:00,MVT/Passenger Vehicle,2401020093ME [13:330],Theft of Vehicle,2300 Oliver Ave,POINT (-89.988 35.121)
Memphis,TN,35.204,-90.013,2024-01-01 07:00:00,Intimidation/DV,2401020107ME [08:983],Assault,2900 Vayu Dr,POINT (-90.013 35.204)
Memphis,TN,35.148,-90.053,2024-01-01 07:00:00,Theft of Vehicle Parts/Accessories,2401021107ME [13:177],Theft,4600 Water Mill Dr,POINT (-90.053 35.148)
Memphis,TN,35.115,-90.010,2024-01-01 07:00:00,Vandalism/Misdemeanor,2401026749ME [13:277],Property Crime,1600 E Mclemore Ave,POINT (-90.01 35.115)
Memphis,TN,35.161,-90.023,2024-01-01 07:30:00,Simple Assault/DV,2401020099ME [11:287],Assault,800 Breedlove St,POINT (-90.023 35.161)
Memphis,TN,35.044,-89.881,2024-01-01 07:35:00,Aggravated Assault,2401020096ME [11:363],Assault,5500 Flowering Peach Dr,POINT (-89.881 35.044)
Memphis,TN,35.216,-89.988,2024-01-01 07:40:00,Robbery/Individual,2401020112ME [12:013],Robbery,2300 Tim Tam Ave,POINT (-89.988 35.216)
Memphis,TN,35.216,-89.988,2024-01-01 07:40:00,Burglary/Residential,2401020112ME [12:360],Breaking & Entering,2300 Tim Tam Ave,POINT (-89.988 35.216)
Memphis,TN,35.096,-89.969,2024-01-01 08:00:00,Burglary/Residential,2402028863ME [19:780],Breaking & Entering,2900 Kimball Ave,POINT (-89.969 35.096)
Memphis,TN,35.148,-89.907,2024-01-01 08:00:00,Theft from Building,2402021023ME [11:117],Theft,4700 N Renshaw Dr,POINT (-89.907 35.148)
Memphis,TN,35.185,-89.838,2024-01-01 08:00:00,MVT/Motorcycle,2401020375ME [18:350],Theft of Vehicle,2200 Hillshire Cir,POINT (-89.838 35.185)
Memphis,TN,35.223,-89.981,2024-01-01 08:00:00,Vandalism/Felony,2402030641ME [19:710],Property Crime,2500 Corning Ave,POINT (-89.981 35.223)
Memphis,TN,35.115,-89.998,2024-01-01 08:00:00,Identity Theft,2402028394ME [14:040],Theft,2000 Lamar Ave,POINT (-89.998 35.115)
Memphis,TN,35.115,-89.998,2024-01-01 08:00:00,False Pretenses/Swindle/Confidence Game,2402028394ME [13:743],Disorder,2000 Lamar Ave,POINT (-89.998 35.115)
Memphis,TN,35.171,-89.795,2024-01-01 08:27:00,Shoplifting/Misdemeanor,2401020114ME [12:930],Theft,1700 Germantown Pkwy,POINT (-89.795 35.171)
Memphis,TN,35.209,-89.900,2024-01-01 08:30:00,Theft of Vehicle Parts/Accessories,2401020195ME [29:683],Theft,5000 Stage Rd,POINT (-89.9 35.209)
Memphis,TN,35.149,-89.906,2024-01-01 08:30:00,Aggravated Assault,2401020118ME [09:083],Assault,4700 Summer Ave,POINT (-89.906 35.149)
Memphis,TN,35.128,-90.019,2024-01-01 08:32:00,Other Theft/Non-Specific,2401020115ME [18:010],Theft,1300 Lamar Ave,POINT (-90.019 35.128)
Memphis,TN,35.235,-89.925,2024-01-01 08:45:00,Aggravated Assault/DV,2401020120ME [12:393],Assault,4000 Raleigh Millington Rd,POINT (-89.925 35.235)
Memphis,TN,35.059,-90.060,2024-01-01 08:50:00,Simple Assault/DV,2401020124ME [21:677],Assault,3300 Third St,POINT (-90.06 35.059)
Memphis,TN,35.060,-89.928,2024-01-01 09:00:00,Theft from Motor Vehicle,2401020788ME [12:563],Theft from Vehicle,3300 Ashwood St,POINT (-89.928 35.06)
Memphis,TN,35.194,-89.815,2024-01-01 09:00:00,Embezzlement,2402028917ME [13:050],Theft,6100 Summer Ridge Dr,POINT (-89.815 35.194)
Memphis,TN,35.155,-89.782,2024-01-01 09:00:00,Simple Assault/DV,2401020143ME [14:193],Assault,8500 Prestine Loop,POINT (-89.782 35.155)
Memphis,TN,35.143,-90.015,2024-01-01 09:13:00,Shoplifting/Misdemeanor,2401020129ME [14:507],Theft,1400 Poplar Ave,POINT (-90.015 35.143)
Memphis,TN,35.022,-90.014,2024-01-01 09:30:00,Burglary/Residential,2401020170ME [15:303],Breaking & Entering,4700 Mill Stream,POINT (-90.014 35.022)
Memphis,TN,35.147,-90.015,2024-01-01 09:52:00,Shoplifting/Misdemeanor,2401020139ME [12:447],Theft,300 Cleveland St,POINT (-90.015 35.147)
Memphis,TN,35.140,-90.039,2024-01-01 09:54:00,Trespass of Real Property,2401020163ME [15:977],Disorder,700 Union Ave,POINT (-90.039 35.14)
Memphis,TN,35.225,-89.924,2024-01-01 10:00:00,MVT/Passenger Vehicle,2401020373ME [09:333],Theft of Vehicle,Poplar Ave//N Pauline St,POINT (-89.924 35.225)
Memphis,TN,35.078,-89.884,2024-01-01 10:30:00,MVT/Passenger Vehicle,2401020239ME [15:917],Theft of Vehicle,800 Truse Pkwy,POINT (-89.884 35.078)
Memphis,TN,35.219,-89.908,2024-01-01 10:30:00,Vandalism/Misdemeanor,2401020197ME [16:757],Property Crime,Sandpiper Ave//Brookmeade St,POINT (-89.908 35.219)
Memphis,TN,35.219,-89.908,2024-01-01 10:30:00,Simple Assault/DV,2401020197ME [16:270],Assault,Sandpiper Ave//Brookmeade St,POINT (-89.908 35.219)
Memphis,TN,35.047,-89.768,2024-01-01 10:30:00,Simple Assault/DV,2401020160ME [19:863],Assault,8900 Trophy Way,POINT (-89.768 35.047)
Memphis,TN,35.147,-89.919,2024-01-01 10:30:00,Theft of Vehicle Parts/Accessories,2401020193ME [14:710],Theft,700 Estridge Dr,POINT (-89.919 35.147)
Memphis,TN,35.122,-90.039,2024-01-01 10:41:00,Simple Assault/DV,2401020151ME [09:277],Assault,700 Williams Ave,POINT (-90.039 35.122)
Memphis,TN,35.109,-90.021,2024-01-01 10:45:00,Vandalism/Felony,2401020173ME [13:950],Property Crime,1400 Elvis Presley Blvd,POINT (-90.021 35.109)
Memphis,TN,35.159,-90.046,2024-01-01 10:47:00,Aggravated Assault/DV,2401020153ME [15:530],Assault,600 Second St,POINT (-90.046 35.159)
Memphis,TN,35.159,-90.046,2024-01-01 10:47:00,Vandalism/Misdemeanor,2401020153ME [16:080],Property Crime,600 Second St,POINT (-90.046 35.159)
Memphis,TN,35.159,-90.046,2024-01-01 10:47:00,Burglary/Residential,2401020153ME [15:823],Breaking & Entering,600 Second St,POINT (-90.046 35.159)
Memphis,TN,35.116,-89.942,2024-01-01 11:00:00,MVT/Passenger Vehicle,2401020478ME [14:333],Theft of Vehicle,3600 Southern Ave,POINT (-89.942 35.116)
Memphis,TN,35.132,-89.788,2024-01-01 11:03:00,Intimidation,2401020235ME [09:013],Assault,8300 Country Squire Pl,POINT (-89.788 35.132)
Memphis,TN,35.073,-89.883,2024-01-01 11:05:00,Simple Assault/DV,2401020186ME [13:410],Assault,2800 Treasure Island Dr,POINT (-89.883 35.073)
Memphis,TN,35.145,-90.051,2024-01-01 11:45:00,Vandalism/Misdemeanor,2401020184ME [19:540],Property Crime,100 Second St,POINT (-90.051 35.145)
Memphis,TN,35.211,-89.970,2024-01-01 12:00:00,Vandalism/Misdemeanor,2401023998ME [15:933],Property Crime,2900 Stonehurst Ave,POINT (-89.97 35.211)
Memphis,TN,35.148,-90.042,2024-01-01 12:00:00,Theft from Building,2401021753ME [11:700],Theft,400 Poplar Ave,POINT (-90.042 35.148)
Memphis,TN,35.179,-89.834,2024-01-01 12:00:00,False Pretenses/Swindle/Confidence Game,2403024960ME [14:190],Disorder,900 Linden Grove Cv,POINT (-89.834 35.179)
Memphis,TN,35.179,-89.834,2024-01-01 12:00:00,Identity Theft,2403024960ME [14:373],Theft,900 Linden Grove Cv,POINT (-89.834 35.179)
Memphis,TN,35.144,-89.961,2024-01-01 12:00:00,Vandalism/Felony,2404024458ME [15:317],Property Crime,3500 Hadley Rd,POINT (-89.961 35.144)
Memphis,TN,35.114,-90.016,2024-01-01 12:00:00,Burglary/Residential,2401020305ME [11:020],Breaking & Entering,1200 Dunnavant St,POINT (-90.016 35.114)
Memphis,TN,35.256,-89.939,2024-01-01 12:00:00,Burglary/Residential,2401021300ME [15:083],Breaking & Entering,4800 Bluff Wood Cv,POINT (-89.939 35.256)
Memphis,TN,35.181,-89.895,2024-01-01 12:00:00,Theft of Vehicle Parts/Accessories,2402020232ME [14:027],Theft,2100 Covington Pike,POINT (-89.895 35.181)
Memphis,TN,35.050,-90.057,2024-01-01 12:00:00,Vandalism/Felony,2401020889ME [14:180],Property Crime,300 Southhill Ave,POINT (-90.057 35.05)
Memphis,TN,35.035,-90.037,2024-01-01 12:00:00,False Pretenses/Swindle/Confidence Game,2404023975ME [17:240],Disorder,3300 Redbud Rd,POINT (-90.037 35.035)
Memphis,TN,35.112,-90.001,2024-01-01 12:00:00,Simple Assault/DV,2401024142ME [09:017],Assault,Lamar Ave//Democrat St,POINT (-90.001 35.112)
Memphis,TN,35.165,-89.795,2024-01-01 12:00:00,Theft from Motor Vehicle,2401030468ME [11:490],Theft from Vehicle,8100 Sag Harbor Cir,POINT (-89.795 35.165)
Memphis,TN,35.107,-90.073,2024-01-01 12:00:00,Weapon Law Violations/Felony,2401020739ME [14:813],Weapons Offense,400 Edsel Ave,POINT (-90.073 35.107)
Memphis,TN,35.033,-90.037,2024-01-01 12:00:00,MVT/Passenger Vehicle,2402022806ME [15:677],Theft of Vehicle,3200 S Third St,POINT (-90.037 35.033)
Memphis,TN,35.103,-90.041,2024-01-01 12:25:00,Intimidation,2401020209ME [13:333],Assault,1700 Orleans St,POINT (-90.041 35.103)
Memphis,TN,35.175,-89.976,2024-01-01 12:27:00,Shoplifting/Misdemeanor,2401020204ME [18:137],Theft,1500 Hollywood St,POINT (-89.976 35.175)
Memphis,TN,35.004,-90.054,2024-01-01 12:40:00,Weapon Law Violations/Felony,2401020208ME [13:553],Weapons Offense,5300 Whistling Duck Dr,POINT (-90.054 35.004)
Memphis,TN,35.111,-90.002,2024-01-01 12:45:00,MVT/Passenger Vehicle,2401020219ME [14:087],Theft of Vehicle,1900 Kendale Ave,POINT (-90.002 35.111)
Memphis,TN,35.174,-89.983,2024-01-01 12:47:00,Burglary/Residential,2401024420ME [14:543],Breaking & Entering,1400 Springdale St,POINT (-89.983 35.174)
Memphis,TN,35.091,-89.917,2024-01-01 12:50:00,Vandalism/Misdemeanor,2401020217ME [11:797],Property Crime,1600 Cherry Rd,POINT (-89.917 35.091)
Memphis,TN,35.006,-90.008,2024-01-01 12:56:00,Murder,2401020216ME [11:620],Homicide,1700 E Holmes Rd,POINT (-90.008 35.006)
Memphis,TN,35.006,-90.008,2024-01-01 12:56:00,Weapon Law Violations/Felony,2401020216ME [53:283],Weapons Offense,1700 E Holmes Rd,POINT (-90.008 35.006)
Memphis,TN,35.052,-89.805,2024-01-01 13:00:00,MVT/Passenger Vehicle,2401020319ME [08:397],Theft of Vehicle,7800 Polo Grounds Blvd,POINT (-89.805 35.052)
Memphis,TN,35.215,-90.032,2024-01-01 13:00:00,Shoplifting/Misdemeanor,2401020225ME [13:117],Theft,3300 Thomas St,POINT (-90.032 35.215)
Memphis,TN,35.148,-90.052,2024-01-01 13:00:00,Theft of Vehicle Parts/Accessories,2401020699ME [08:107],Theft,1200 Meadowlark Dr,POINT (-90.052 35.148)
Memphis,TN,35.182,-89.832,2024-01-01 13:00:00,Theft from Building,2401024603ME [13:910],Theft,6800 Kriby Trace Cv,POINT (-89.832 35.182)
Memphis,TN,35.035,-90.037,2024-01-01 13:15:00,Theft from Motor Vehicle,2401020277ME [17:050],Theft from Vehicle,3600 Elvis Presley Blvd,POINT (-90.037 35.035)
Memphis,TN,35.051,-89.867,2024-01-01 13:22:00,MVT/Passenger Vehicle,2401020276ME [13:430],Theft of Vehicle,3600 Hickory Hill Rd,POINT (-89.867 35.051)
Memphis,TN,35.173,-89.870,2024-01-01 13:30:00,Shoplifting/Misdemeanor,2401020249ME [09:337],Theft,1800 Sycamore View Rd,POINT (-89.87 35.173)
Memphis,TN,35.104,-89.940,2024-01-01 13:30:00,Violation of Protection Order,2401020597ME [10:370],Family Offense,1000 Robin Hood Ln,POINT (-89.94 35.104)
Memphis,TN,35.147,-90.015,2024-01-01 13:31:00,Shoplifting/Misdemeanor,2401020229ME [09:033],Theft,300 Cleveland St,POINT (-90.015 35.147)
Memphis,TN,35.075,-89.932,2024-01-01 13:33:00,Shoplifting/Misdemeanor,2401023940ME [12:950],Theft,2800 Getwell Rd,POINT (-89.932 35.075)
